Gene	Gene synonym	Ensembl	Gene description	Uniprot	Chromosome	Position	Protein class	Biological process	Molecular function	Disease involvement	Evidence	HPA evidence	UniProt evidence	NeXtProt evidence	RNA tissue specificity	RNA tissue distribution	RNA tissue specificity score	RNA tissue specific nTPM	RNA single cell type specificity	RNA single cell type distribution	RNA single cell type specificity score	RNA single cell type specific nTPM	RNA single nuclei brain specificity	RNA single nuclei brain distribution	RNA single nuclei brain specificity score	RNA single nuclei brain specific nTPM	RNA cancer specificity	RNA cancer distribution	RNA cancer specificity score	RNA cancer specific FPKM	RNA brain regional specificity	RNA brain regional distribution	RNA brain regional specificity score	RNA brain regional specific nTPM	RNA blood cell specificity	RNA blood cell distribution	RNA blood cell specificity score	RNA blood cell specific nTPM	RNA blood lineage specificity	RNA blood lineage distribution	RNA blood lineage specificity score	RNA blood lineage specific nTPM	RNA cell line specificity	RNA cell line distribution	RNA cell line specificity score	RNA cell line specific nTPM	RNA tissue cell type enrichment	RNA mouse brain regional specificity	RNA mouse brain regional distribution	RNA mouse brain regional specificity score	RNA mouse brain regional specific nTPM	RNA pig brain regional specificity	RNA pig brain regional distribution	RNA pig brain regional specificity score	RNA pig brain regional specific nTPM	Antibody	Reliability (IH)	Reliability (Mouse Brain)	Reliability (IF)	Subcellular location	Secretome location	Secretome function	CCD Protein	CCD Transcript	Blood concentration - Conc. blood IM [pg/L]	Blood concentration - Conc. blood MS [pg/L]	Blood expression cluster	Tissue expression cluster	Brain expression cluster	Cell line expression cluster	Single cell expression cluster	Interactions	Subcellular main location	Subcellular additional location	Antibody RRID	Cancer prognostics - Bladder Urothelial Carcinoma (TCGA)	Cancer prognostics - Breast Invasive Carcinoma (TCGA)	Cancer prognostics - Breast Invasive Carcinoma (validation)	Cancer prognostics - Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA)	Cancer prognostics - Colon Adenocarcinoma (TCGA)	Cancer prognostics - Colon Adenocarcinoma (validation)	Cancer prognostics - Glioblastoma Multiforme (TCGA)	Cancer prognostics - Glioblastoma Multiforme (validation)	Cancer prognostics - Head and Neck Squamous Cell Carcinoma (TCGA)	Cancer prognostics - Kidney Chromophobe (TCGA)	Cancer prognostics - Kidney Renal Clear Cell Carcinoma (TCGA)	Cancer prognostics - Kidney Renal Clear Cell Carcinoma (validation)	Cancer prognostics - Kidney Renal Papillary Cell Carcinoma (TCGA)	Cancer prognostics - Liver Hepatocellular Carcinoma (TCGA)	Cancer prognostics - Liver Hepatocellular Carcinoma (validation)	Cancer prognostics - Lung Adenocarcinoma (TCGA)	Cancer prognostics - Lung Adenocarcinoma (validation)	Cancer prognostics - Lung Squamous Cell Carcinoma (TCGA)	Cancer prognostics - Lung Squamous Cell Carcinoma (validation)	Cancer prognostics - Ovary Serous Cystadenocarcinoma (TCGA)	Cancer prognostics - Ovary Serous Cystadenocarcinoma (validation)	Cancer prognostics - Pancreatic Adenocarcinoma (TCGA)	Cancer prognostics - Pancreatic Adenocarcinoma (validation)	Cancer prognostics - Prostate Adenocarcinoma (TCGA)	Cancer prognostics - Rectum Adenocarcinoma (TCGA)	Cancer prognostics - Rectum Adenocarcinoma (validation)	Cancer prognostics - Skin Cuteneous Melanoma (TCGA)	Cancer prognostics - Stomach Adenocarcinoma (TCGA)	Cancer prognostics - Testicular Germ Cell Tumor (TCGA)	Cancer prognostics - Thyroid Carcinoma (TCGA)	Cancer prognostics - Uterine Corpus Endometrial Carcinoma (TCGA)
SAA1	PIG4, SAA, TP53I4	ENSG00000173432	Serum amyloid A1	P0DJI8	11	18266260-18269977	Disease related genes, Predicted secreted proteins	Acute phase	Heparin-binding	Amyloidosis	Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in many	20	liver: 46934.0	Cell type enriched	Detected in many	9	Hepatocytes: 88360.6	Not detected	Not detected			Cancer enriched	Detected in all	4	Liver Hepatocellular Carcinoma (TCGA): 1671.3	Group enriched	Detected in many	5	"choroid plexus: 3.7;pons: 8.3;thalamus: 14.1"	Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enhanced	Detected in many		head and neck cancer: 445.5	Adipose visceral - Adipocytes (Visceral), Breast - Adipocytes (Breast), Minor Salivary Gland - Minor salivary glandular cells														Secreted to blood	Acute phase	NA	NA	300000000	6300000000		Cluster 83: Liver - Metabolism	Cluster 12: Non-specific - Vasculature	Cluster 53: Squamous epithelial cells - Keratinization	Cluster 62: Hepatocytes - Metabolism	1				unprognostic (3.88e-2)	unprognostic (1.93e-3)	unprognostic (3.15e-2)	unprognostic (8.16e-2)	unprognostic (2.06e-1)	unprognostic (2.32e-1)	unprognostic (1.90e-3)	unprognostic (5.04e-4)	unprognostic (2.59e-2)	unprognostic (3.80e-2)	unprognostic (1.81e-10)	unprognostic (6.77e-5)	unprognostic (3.94e-2)	unprognostic (2.50e-2)	unprognostic (1.19e-4)	unprognostic (7.28e-2)	unprognostic (6.10e-3)	unprognostic (2.32e-1)	unprognostic (4.30e-3)	unprognostic (1.40e-3)	unprognostic (1.32e-1)	unprognostic (1.43e-1)	unprognostic (6.66e-2)	unprognostic (7.28e-2)	unprognostic (5.37e-2)	unprognostic (1.87e-1)	unprognostic (3.06e-1)	unprognostic (1.59e-2)	unprognostic (7.87e-2)	unprognostic (2.26e-2)	unprognostic (3.22e-1)
SAA2		ENSG00000134339	Serum amyloid A2	P0DJI9	11	18239223-18248668	Disease related genes, Predicted secreted proteins	Acute phase		Amyloidosis	Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in many	20	liver: 35358.8	Cell type enriched	Detected in many	6	Hepatocytes: 43517.4	Low cell type specificity	Detected in some			Cancer enriched	Detected in many	20	Liver Hepatocellular Carcinoma (TCGA): 1208.1	Group enriched	Detected in all	4	"pons: 17.8;thalamus: 22.2"	Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enhanced	Detected in many		head and neck cancer: 394.0	Adipose visceral - Adipocytes (Visceral), Minor Salivary Gland - Minor salivary glandular cells														Secreted to blood	Acute phase	NA	NA	50000000	5200000000		Cluster 83: Liver - Metabolism	Cluster 12: Non-specific - Vasculature	Cluster 53: Squamous epithelial cells - Keratinization	Cluster 62: Hepatocytes - Metabolism	4				unprognostic (2.89e-4)	unprognostic (5.27e-3)	unprognostic (1.28e-3)	unprognostic (3.44e-2)	unprognostic (2.48e-1)	unprognostic (2.31e-1)	unprognostic (5.20e-4)	unprognostic (7.71e-3)	unprognostic (4.31e-2)	unprognostic (3.27e-1)	unprognostic (2.47e-10)	unprognostic (7.19e-4)	unprognostic (7.32e-2)	unprognostic (6.41e-2)	unprognostic (3.09e-4)	unprognostic (1.05e-1)	unprognostic (3.66e-2)	unprognostic (8.45e-2)	unprognostic (4.19e-2)	unprognostic (7.89e-3)	unprognostic (2.23e-1)	unprognostic (2.27e-2)	unprognostic (2.64e-2)	unprognostic (1.04e-1)	unprognostic (2.98e-1)	unprognostic (2.14e-1)	unprognostic (1.22e-1)	unprognostic (5.40e-2)		unprognostic (1.38e-1)	unprognostic (3.15e-1)
SAA4	C-SAA, CSAA	ENSG00000148965	Serum amyloid A4, constitutive	P35542	11	18231355-18236802	Plasma proteins, Predicted secreted proteins	Acute phase			Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in some	125	liver: 1879.5	Cell type enriched	Detected in some	34	Hepatocytes: 1673.3	Low cell type specificity	Detected in single			Cancer enriched	Detected in many	108	Liver Hepatocellular Carcinoma (TCGA): 430.7	Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enhanced	Detected in some		"Bile duct cancer: 4.4;head and neck cancer: 6.3;liver cancer: 5.5"	Adipose visceral - Adipocytes (Visceral), Liver - Hepatocytes, Minor Salivary Gland - Minor salivary glandular cells, Testis - Early spermatids, Testis - Late spermatids	Not detected	Not detected							CAB026061, HPA060139	Supported				Secreted to blood	Acute phase	NA	NA	65000000000	19000000000		Cluster 31: Liver - Plasma proteins		Cluster 18: Liver cancer - Metabolism	Cluster 43: Hepatocytes - Metabolism	2			CAB026061: , HPA060139: AB_2684210	unprognostic (3.23e-3)	unprognostic (6.27e-3)	unprognostic (1.04e-1)	unprognostic (1.87e-1)							unprognostic (3.88e-8)	unprognostic (1.23e-3)	unprognostic (9.56e-2)	unprognostic (5.73e-3)	unprognostic (2.90e-4)	unprognostic (1.00e-1)	unprognostic (2.63e-2)	unprognostic (1.76e-1)	unprognostic (2.00e-2)		unprognostic (3.34e-1)	unprognostic (2.29e-1)						unprognostic (1.38e-1)			unprognostic (4.95e-2)
SERPINA1	A1A, A1AT, AAT, alpha-1-antitrypsin, alpha1AT, PI, PI1	ENSG00000197249	Serpin family A member 1	P01009	14	94376747-94390693	Cancer-related genes, Candidate cardiovascular disease genes, Disease related genes, Human disease related genes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins	Acute phase, Blood coagulation, Hemostasis	Protease inhibitor, Serine protease inhibitor	Cancer-related genes	Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in all	45	liver: 33156.1	Cell type enriched	Detected in many	7	Hepatocytes: 38353.1	Group enriched	Detected in some	8	"central nervous system macrophage: 14.8;leukocyte: 17.5"	Cancer enriched	Detected in all	10	Liver Hepatocellular Carcinoma (TCGA): 13009.7	Low region specificity	Detected in all			Group enriched	Detected in all	5	"classical monocyte: 2484.3;intermediate monocyte: 3414.0;neutrophil: 2835.2;non-classical monocyte: 4540.7"	Group enriched	Detected in all	5	"granulocytes: 2835.2;monocytes: 4540.7"	Cancer enhanced	Detected in many		"Gastric cancer: 303.1;liver cancer: 783.6;lymphoma: 293.1"	Adipose visceral - Neutrophils, Liver - Hepatocytes, Skeletal muscle - Neutrophils, Spleen - Neutrophils	Not detected	Not detected							HPA000927, HPA001292, CAB013211, CAB016648, CAB073396	Enhanced		Enhanced	Vesicles	Secreted to blood	Blood coagulation	NA	NA	1,92E+12	1,8E+11	Cluster 37: Monocytes & Neutrophils - Innate immune response	Cluster 83: Liver - Metabolism	Cluster 12: Non-specific - Vasculature	Cluster 18: Liver cancer - Metabolism	Cluster 62: Hepatocytes - Metabolism	11	Vesicles		CAB013211: , CAB016648: AB_1611888, CAB073396: , HPA000927: AB_1844761, HPA001292: AB_1844762	unprognostic (7.43e-2)	unprognostic (8.20e-5)	unprognostic (2.25e-1)	unprognostic (7.97e-2)	unprognostic (1.10e-2)	unprognostic (1.44e-1)	unprognostic (3.87e-2)	unprognostic (1.01e-1)	unprognostic (2.22e-2)	unprognostic (3.33e-2)	unprognostic (1.42e-3)	unprognostic (1.66e-2)	unprognostic (1.34e-2)	unprognostic (4.60e-2)	unprognostic (7.63e-3)	unprognostic (3.21e-1)	unprognostic (2.30e-1)	unprognostic (3.56e-3)	unprognostic (4.07e-2)	unprognostic (1.31e-1)	unprognostic (2.43e-1)	unprognostic (4.10e-2)	unprognostic (2.75e-2)	unprognostic (3.34e-1)	unprognostic (2.66e-1)	unprognostic (7.25e-4)	unprognostic (4.11e-2)	unprognostic (1.14e-1)	unprognostic (5.95e-3)	unprognostic (2.83e-2)	unprognostic (9.14e-2)
SERPINA10	PZI, ZPI	ENSG00000140093	Serpin family A member 10	Q9UK55	14	94280460-94293268	Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins	Blood coagulation, Hemostasis	Heparin-binding, Protease inhibitor, Serine protease inhibitor		Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in some	113	liver: 338.3	Cell type enriched	Detected in some	17	Hepatocytes: 217.4	Cell type enhanced	Detected in single		hippocampal dentate gyrus: 1.1	Cancer enriched	Detected in some	40	Liver Hepatocellular Carcinoma (TCGA): 75.5	Low region specificity	Detected in all			Not detected in immune cells	Not detected			Not detected	Not detected			Low cancer specificity	Detected in many			Breast - Breast glandular cells, Liver - Hepatocytes, Pancreas - Alpha cells, Stomach - Gastric enteroendocrine cells	Not detected	Not detected							HPA048739			Approved	Nucleoplasm,Cytosol	Secreted to blood	Blood coagulation	NA	NA	3960000000	3200000000		Cluster 31: Liver - Plasma proteins	Cluster 9: Non-specific - Receptor signaling	Cluster 10: Ciliated cells - Ion channel activity	Cluster 62: Hepatocytes - Metabolism	6	Nucleoplasm	Cytosol	HPA048739: AB_2797237			unprognostic (4.39e-1)		unprognostic (1.14e-1)	unprognostic (1.67e-1)								unprognostic (6.62e-4)	unprognostic (2.04e-5)		unprognostic (3.68e-2)					unprognostic (8.86e-4)			unprognostic (1.51e-3)	unprognostic (3.35e-1)		unprognostic (1.74e-3)			
SERPINA11		ENSG00000186910	Serpin family A member 11	Q86U17	14	94442464-94452800	Plasma proteins, Predicted secreted proteins		Protease inhibitor, Serine protease inhibitor		Evidence at protein level	Evidence at transcript level	Evidence at transcript level	Evidence at protein level	Tissue enriched	Detected in some	93	liver: 475.6	Cell type enriched	Detected in some	9	Hepatocytes: 259.5	Not detected	Not detected			Cancer enriched	Detected in some	7	Liver Hepatocellular Carcinoma (TCGA): 102.7	Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Group enriched	Detected in some	11	"liver cancer: 4.9;lymphoma: 2.3"	Breast - Breast glandular cells, Liver - Hepatocytes, Minor Salivary Gland - Minor salivary glandular cells	Not detected	Not detected			Not detected	Not detected								Secreted to blood	Enzyme inhibitor	NA	NA		160000000		Cluster 31: Liver - Plasma proteins		Cluster 18: Liver cancer - Metabolism	Cluster 62: Hepatocytes - Metabolism						unprognostic (4.38e-2)	unprognostic (7.59e-2)											unprognostic (1.70e-2)	unprognostic (1.71e-5)									unprognostic (2.31e-1)							unprognostic (2.08e-1)
SERPINA4	KAL, KLST, KST, PI4	ENSG00000100665	Serpin family A member 4	P29622	14	94561442-94569913	Plasma proteins, Predicted secreted proteins		Protease inhibitor, Serine protease inhibitor		Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in some	5	liver: 533.2	Group enriched	Detected in some	7	"Cholangiocytes: 225.1;Exocrine glandular cells: 103.6;Hepatocytes: 397.4"	Not detected	Not detected			Cancer enriched	Detected in many	4	Liver Hepatocellular Carcinoma (TCGA): 142.0	Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Group enriched	Detected in some	5	"Bile duct cancer: 2.3;colorectal cancer: 1.5;Gastric cancer: 2.1;liver cancer: 5.6"	Liver - Hepatocytes, Stomach - Parietal cells					Not detected	Not detected			HPA003607, HPA068939	Approved		Uncertain	Vesicles	Secreted to blood	Enzyme inhibitor	NA	NA	14500000000	11000000000		Cluster 83: Liver - Metabolism		Cluster 18: Liver cancer - Metabolism	Cluster 43: Hepatocytes - Metabolism	2	Vesicles		HPA003607: AB_1079914, HPA068939: 			unprognostic (1.18e-1)	unprognostic (3.52e-1)		unprognostic (1.47e-1)				unprognostic (2.88e-2)	unprognostic (5.48e-4)	unprognostic (6.58e-2)	unprognostic (4.70e-2)	unprognostic (9.73e-4)	unprognostic (4.38e-3)	unprognostic (7.24e-3)						unprognostic (2.50e-3)	unprognostic (1.10e-1)			unprognostic (3.05e-1)		unprognostic (1.29e-1)	unprognostic (1.84e-1)		unprognostic (2.64e-1)
SERPINA6	CBG	ENSG00000170099	Serpin family A member 6	P08185	14	94304248-94323389	Disease related genes, Human disease related genes, Plasma proteins, Predicted secreted proteins	Transport		Disease variant	Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in some	18	liver: 752.4	Group enriched	Detected in some	4	"Cholangiocytes: 223.2;Hepatocytes: 335.3"	Not detected	Not detected			Cancer enriched	Detected in many	10	Liver Hepatocellular Carcinoma (TCGA): 316.7	Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enhanced	Detected in some		"breast cancer: 10.6;liver cancer: 21.0"	Kidney - Proximal tubular cells, Liver - Hepatocytes, Lung - Respiratory ciliated cells	Not detected	Not detected			Low region specificity	Detected in single			HPA017864	Approved				Secreted to blood	Transport	NA	NA	60800000000	22000000000		Cluster 31: Liver - Plasma proteins		Cluster 18: Liver cancer - Metabolism	Cluster 62: Hepatocytes - Metabolism	2			HPA017864: AB_1856721		unprognostic (6.44e-2)	unprognostic (1.78e-1)		unprognostic (5.96e-2)	unprognostic (1.26e-1)					unprognostic (1.07e-3)	unprognostic (1.94e-1)	unprognostic (2.37e-1)	unprognostic (1.10e-2)	unprognostic (9.64e-4)							unprognostic (4.00e-3)	unprognostic (2.98e-1)		unprognostic (6.59e-2)	unprognostic (3.60e-2)		unprognostic (2.10e-2)			unprognostic (3.36e-1)
SERPINA7	TBG	ENSG00000123561	Serpin family A member 7	P05543	X	106032435-106038727	Plasma proteins, Predicted secreted proteins				Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in single	611	liver: 273.6	Cell type enriched	Detected in some	15	Hepatocytes: 163.2	Not detected	Not detected			Cancer enriched	Detected in single	203	Liver Hepatocellular Carcinoma (TCGA): 92.6	Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enriched	Detected in single	18	liver cancer: 5.5	Liver - Hepatocytes	Not detected	Not detected			Not detected	Not detected			HPA002803	Approved				Secreted to blood	Transport	NA	NA	39800000000	18000000000		Cluster 31: Liver - Plasma proteins		Cluster 18: Liver cancer - Metabolism	Cluster 62: Hepatocytes - Metabolism				HPA002803: AB_1079915														unprognostic (5.22e-3)	unprognostic (1.03e-3)																
SERPINC1	AT3, ATIII, MGC22579	ENSG00000117601	Serpin family C member 1	P01008	1	173903800-173917327	Candidate cardiovascular disease genes, Disease related genes, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted secreted proteins	Blood coagulation, Hemostasis	Heparin-binding, Protease inhibitor, Serine protease inhibitor	Disease variant, FDA approved drug targets, Thrombophilia	Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in some	1350	liver: 4902.3	Cell type enriched	Detected in some	36	Hepatocytes: 2537.3	Not detected	Not detected			Cancer enriched	Detected in some	605	Liver Hepatocellular Carcinoma (TCGA): 1905.0	Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Group enriched	Detected in some	4	"Gastric cancer: 1.6;liver cancer: 5.7"	Kidney - Proximal tubular cells, Liver - Hepatocytes	Not detected	Not detected			Low region specificity	Detected in all			HPA001816, CAB016790, HPA024007	Supported				Secreted to blood	Blood coagulation	NA	NA		1,1E+11		Cluster 31: Liver - Plasma proteins		Cluster 18: Liver cancer - Metabolism	Cluster 43: Hepatocytes - Metabolism				CAB016790: , HPA001816: AB_1079926, HPA024007: AB_1856732			unprognostic (7.44e-2)								unprognostic (3.51e-2)			unprognostic (1.63e-5)	unprognostic (1.33e-4)																
SERPIND1	D22S673, HC-II, HC2, HCF2, HLS2	ENSG00000099937	Serpin family D member 1	P05546	22	20774113-20787720	Candidate cardiovascular disease genes, Disease related genes, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted secreted proteins	Blood coagulation, Chemotaxis, Hemostasis	Heparin-binding, Protease inhibitor, Serine protease inhibitor	Disease variant, FDA approved drug targets, Thrombophilia	Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in some	5	liver: 1214.6	Cell type enriched	Detected in some	13	Hepatocytes: 238.0	Cell type enhanced	Detected in all		choroid plexus epithelial cell: 13.3	Cancer enriched	Detected in many	46	Liver Hepatocellular Carcinoma (TCGA): 416.5	Region enriched	Detected in all	21	choroid plexus: 191.0	Not detected in immune cells	Not detected			Not detected	Not detected			Group enriched	Detected in many	15	"liver cancer: 30.6;ovarian cancer: 66.9"	Liver - Hepatocytes, Thyroid gland - Fibroblasts	Low region specificity	Detected in all			Low region specificity	Detected in some			CAB008639, HPA055767	Supported		Approved	Vesicles	Secreted to blood	Blood coagulation	NA	NA		40000000000	Cluster 30: Non-specific - DNA binding	Cluster 31: Liver - Plasma proteins	Cluster 36: Choroid plexus - Mixed function	Cluster 66: Non-specific - Mitochondria	Cluster 62: Hepatocytes - Metabolism	4	Vesicles		CAB008639: AB_1618010, HPA055767: AB_2682912			unprognostic (1.72e-1)			unprognostic (7.09e-3)					unprognostic (1.98e-3)			unprognostic (6.37e-3)	unprognostic (1.07e-1)	unprognostic (1.04e-2)	unprognostic (6.39e-2)	unprognostic (2.39e-4)	unprognostic (2.85e-1)			unprognostic (2.59e-2)			unprognostic (1.62e-1)	unprognostic (1.97e-1)		unprognostic (8.75e-2)	unprognostic (5.35e-2)		
SERPINF2	A2AP, AAP, ALPHA-2-PI, alpha2AP, API, PLI	ENSG00000167711	Serpin family F member 2	P08697	17	1742836-1755265	Candidate cardiovascular disease genes, Disease related genes, Human disease related genes, Plasma proteins, Predicted secreted proteins	Acute phase	Protease inhibitor, Serine protease inhibitor	Disease variant	Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in many	16	liver: 1539.8	Cell type enriched	Detected in many	4	Hepatocytes: 814.9	Cell type enhanced	Detected in many		choroid plexus epithelial cell: 15.3	Cancer enriched	Detected in many	4	Liver Hepatocellular Carcinoma (TCGA): 406.8	Region enriched	Detected in all	7	choroid plexus: 21.0	Immune cell enriched	Detected in some	4	plasmacytoid DC: 44.8	Lineage enriched	Detected in many	23	dendritic cells: 44.8	Group enriched	Detected in many	14	"Gastric cancer: 46.8;liver cancer: 36.6"	Kidney - Proximal tubular cells, Liver - Hepatocytes, Skin - Macrophages	Not detected	Not detected			Low region specificity	Detected in many			HPA001885, HPA005943, CAB024863	Approved		Approved	Golgi apparatus	Secreted to blood	Acute phase	NA	NA	11900	47000000000	Cluster 8: Plasmacytoid DCs - Unknown function	Cluster 31: Liver - Plasma proteins	Cluster 36: Choroid plexus - Mixed function	Cluster 18: Liver cancer - Metabolism	Cluster 62: Hepatocytes - Metabolism	4	Golgi apparatus		CAB024863: , HPA001885: AB_1079922, HPA005943: 	unprognostic (5.96e-4)	unprognostic (4.40e-2)	unprognostic (1.65e-1)	unprognostic (1.07e-2)	unprognostic (3.34e-1)	unprognostic (3.86e-1)	unprognostic (2.28e-1)		unprognostic (2.88e-3)	unprognostic (1.78e-1)	unprognostic (5.28e-3)	unprognostic (2.45e-3)	unprognostic (7.60e-3)	unprognostic (1.22e-3)	unprognostic (1.18e-3)	unprognostic (1.06e-1)	unprognostic (2.91e-1)	unprognostic (3.73e-2)	unprognostic (2.45e-1)			unprognostic (2.14e-1)	unprognostic (3.43e-4)	unprognostic (9.95e-2)	unprognostic (1.54e-1)	unprognostic (3.01e-1)	unprognostic (2.46e-1)	unprognostic (3.61e-1)	unprognostic (2.19e-1)		unprognostic (8.67e-3)
SHBG	ABP, MGC126834, MGC138391, TEBG	ENSG00000129214	Sex hormone binding globulin	P04278	17	7613946-7633382	Cancer-related genes, Candidate cardiovascular disease genes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins			Cancer-related genes, FDA approved drug targets	Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in some	5	liver: 61.5	Cell type enhanced	Detected in some		"Early spermatids: 51.9;Late spermatids: 124.0;Proximal enterocytes: 28.6"	Low cell type specificity	Detected in many			Cancer enriched	Detected in some	19	Liver Hepatocellular Carcinoma (TCGA): 25.2	Low region specificity	Detected in all			Not detected in immune cells	Not detected			Not detected	Not detected			Low cancer specificity	Detected in some			Kidney - Proximal tubular cells, Kidney - Proximal tubular cells, Testis - Late spermatids	Not detected	Not detected												Secreted to blood	Transport	NA	NA		6100000000		Cluster 83: Liver - Metabolism	Cluster 39: Astrocytes - Mixed function	Cluster 72: Neuronal - Signal transduction	Cluster 36: Late spermatids - Unknown function							unprognostic (2.33e-1)				unprognostic (4.50e-2)							unprognostic (1.80e-1)	unprognostic (1.38e-2)														unprognostic (2.77e-1)		
SPP2	SPP24	ENSG00000072080	Secreted phosphoprotein 2	Q13103	2	234050679-234077134	Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins				Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in single	4403	liver: 502.9	Cell type enriched	Detected in some	28	Hepatocytes: 246.6	Not detected	Not detected			Cancer enriched	Detected in some	56	Liver Hepatocellular Carcinoma (TCGA): 93.7	Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Not detected	Not detected			Liver - Hepatocytes	Low region specificity	Detected in some			Low region specificity	Detected in all								Secreted to blood	No annotated function	NA	NA		290000000		Cluster 31: Liver - Plasma proteins		Cluster 5: Rhabdoid - Unknown function	Cluster 43: Hepatocytes - Metabolism																		unprognostic (9.13e-7)	unprognostic (9.08e-3)	unprognostic (2.51e-2)	unprognostic (4.11e-2)				unprognostic (4.40e-1)		unprognostic (3.91e-2)								
